age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid
22,M,African-American,Less than 25,Low,Male,1,-1,4,Yes,Yes
34,M,Caucasian,25 - 45,Low,Female,0,-2,2,No,No
33,M,Caucasian,25 - 45,Low,Male,0,0,1,Yes,Yes
29,F,African-American,25 - 45,High,Male,16,-1,10,Yes,Yes
34,M,Hispanic,25 - 45,Low,Male,3,-6,2,No,No
32,F,African-American,25 - 45,Medium,Male,1,-115,5,No,No
29,M,African-American,25 - 45,Medium,Male,0,0,6,No,No
25,M,Caucasian,25 - 45,Low,Female,2,-1,3,Yes,Yes
34,F,Caucasian,25 - 45,Medium,Male,16,-1,6,Yes,Yes
55,F,African-American,Greater than 45,Low,Female,1,-1,1,No,No
27,F,African-American,25 - 45,Low,Male,0,-1,4,Yes,Yes
26,M,African-American,25 - 45,Low,Male,0,-1,3,No,No
39,F,African-American,25 - 45,High,Male,19,-1,9,Yes,Yes
24,F,African-American,Less than 25,Medium,Male,1,0,7,No,No
29,M,Caucasian,25 - 45,Low,Male,0,0,2,No,No
31,F,Caucasian,25 - 45,Medium,Female,3,468,7,Yes,Yes
50,F,African-American,Greater than 45,Low,Male,13,0,1,Yes,Yes
25,F,Hispanic,25 - 45,Medium,Male,2,-1,5,Yes,Yes
31,F,African-American,25 - 45,Medium,Male,4,-12,5,Yes,Yes
31,M,Other,25 - 45,Low,Male,0,-1,2,No,No
26,F,Caucasian,25 - 45,Medium,Male,2,-1,6,Yes,No
54,F,Caucasian,Greater than 45,Low,Male,2,0,2,No,No
33,F,African-American,25 - 45,High,Male,14,-1,8,Yes,Yes
22,M,African-American,Less than 25,Low,Male,0,-1,4,Yes,Yes
35,F,African-American,25 - 45,High,Male,8,0,9,Yes,No
30,F,Other,25 - 45,Medium,Female,4,-27,7,Yes,Yes
25,F,African-American,25 - 45,Low,Male,0,-1,2,No,No
25,F,African-American,25 - 45,Medium,Male,0,0,5,No,No
44,F,African-American,25 - 45,Low,Male,0,-1,2,Yes,Yes
29,F,Caucasian,25 - 45,Medium,Female,2,-1,7,Yes,Yes
46,F,Caucasian,Greater than 45,Low,Male,2,-23,3,Yes,Yes
53,M,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
24,F,African-American,Less than 25,Medium,Male,2,-1,7,Yes,Yes
52,F,African-American,Greater than 45,Low,Female,2,-1,1,Yes,Yes
27,M,African-American,25 - 45,Low,Male,0,-1,2,Yes,Yes
41,F,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
21,F,African-American,Less than 25,Medium,Female,0,-2,5,Yes,Yes
24,F,Caucasian,Less than 25,Low,Male,1,0,4,No,No
38,F,Caucasian,25 - 45,Low,Male,8,-32,2,No,No
23,M,Caucasian,Less than 25,Low,Male,0,-1,2,No,No
42,F,African-American,25 - 45,Low,Male,0,-1,1,No,No
32,F,Caucasian,25 - 45,Medium,Male,4,-47,5,No,No
24,M,Hispanic,Less than 25,Medium,Male,3,597,7,Yes,Yes
24,F,African-American,Less than 25,High,Male,5,-1,8,Yes,Yes
26,F,African-American,25 - 45,High,Male,4,-1,8,Yes,Yes
50,F,Caucasian,Greater than 45,Low,Male,9,-1,3,Yes,Yes
32,M,African-American,25 - 45,Medium,Female,3,-1,6,No,No
40,F,African-American,25 - 45,High,Male,13,-1,9,No,No
25,M,Caucasian,25 - 45,Low,Male,1,-81,2,Yes,Yes
42,F,Hispanic,25 - 45,Low,Male,1,-118,1,No,No
27,F,African-American,25 - 45,Low,Male,2,0,3,No,No
23,F,Caucasian,Less than 25,High,Male,0,-1,9,Yes,Yes
37,M,African-American,25 - 45,High,Male,22,-1,9,Yes,Yes
32,M,African-American,25 - 45,Low,Male,1,-1,4,Yes,Yes
38,M,African-American,25 - 45,Medium,Male,2,43,7,Yes,Yes
52,M,Caucasian,Greater than 45,Low,Male,4,-1,3,Yes,Yes
29,F,Caucasian,25 - 45,Low,Male,2,-1,2,No,No
49,M,African-American,Greater than 45,Low,Male,0,0,1,No,No
50,F,Caucasian,Greater than 45,Low,Male,0,-2,1,No,No
26,F,Caucasian,25 - 45,Low,Male,2,0,2,Yes,Yes
34,F,Caucasian,25 - 45,High,Female,0,-1,8,Yes,Yes
28,F,Caucasian,25 - 45,Medium,Female,1,-1,7,Yes,No
36,F,Caucasian,25 - 45,High,Male,4,74,8,Yes,Yes
45,F,African-American,Greater than 45,Low,Male,1,-48,2,Yes,Yes
30,F,African-American,25 - 45,Low,Male,0,0,3,Yes,Yes
24,F,African-American,Less than 25,Low,Male,3,-1,4,Yes,Yes
25,M,African-American,25 - 45,Low,Male,0,0,2,Yes,Yes
25,M,African-American,25 - 45,Low,Male,4,-1,3,Yes,Yes
45,F,Caucasian,Greater than 45,Low,Male,2,-1,1,No,No
26,F,Caucasian,25 - 45,Medium,Male,1,-1,7,Yes,Yes
37,F,Other,25 - 45,Low,Male,2,-1,1,No,No
24,M,Hispanic,Less than 25,Low,Male,0,-1,2,No,No
40,M,Caucasian,25 - 45,Low,Male,2,-1,1,No,No
33,F,Hispanic,25 - 45,Low,Female,0,-2,2,No,No
53,F,Hispanic,Greater than 45,Low,Male,18,0,2,No,No
55,M,Hispanic,Greater than 45,Low,Male,0,-7,1,No,No
30,F,Other,25 - 45,High,Male,6,-1,9,Yes,Yes
21,F,African-American,Less than 25,Medium,Male,1,-15,7,Yes,Yes
55,M,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
22,F,Caucasian,Less than 25,Low,Male,1,-1,3,Yes,Yes
23,F,African-American,Less than 25,Low,Female,1,-6,3,No,No
24,M,Caucasian,Less than 25,High,Female,7,-125,8,Yes,Yes
40,F,African-American,25 - 45,High,Female,13,752,10,Yes,Yes
57,F,Caucasian,Greater than 45,Low,Male,9,-1,4,Yes,Yes
33,M,Caucasian,25 - 45,Low,Male,0,-2,3,Yes,Yes
32,F,Caucasian,25 - 45,Low,Male,2,0,1,No,No
47,F,Caucasian,Greater than 45,Low,Male,3,-1,2,No,No
51,M,Caucasian,Greater than 45,Low,Male,6,11,1,Yes,Yes
22,F,African-American,Less than 25,Medium,Male,1,-1,6,No,No
47,F,Caucasian,Greater than 45,Low,Male,2,-1,1,No,No
28,F,Caucasian,25 - 45,Low,Male,1,-21,1,Yes,Yes
21,F,African-American,Less than 25,High,Male,1,117,10,Yes,Yes
28,F,African-American,25 - 45,High,Male,5,-1,8,No,No
44,M,Caucasian,25 - 45,Low,Female,1,0,1,Yes,Yes
25,F,African-American,25 - 45,Low,Male,0,0,4,Yes,Yes
34,M,African-American,25 - 45,Low,Male,4,-1,2,No,No
65,M,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
33,F,Caucasian,25 - 45,Medium,Male,5,0,6,Yes,Yes
23,M,Caucasian,Less than 25,Low,Female,0,-1,3,No,No
44,M,Caucasian,25 - 45,Low,Female,0,-2,1,No,No
21,F,Hispanic,Less than 25,High,Male,1,88,8,Yes,Yes
24,M,African-American,Less than 25,Low,Male,1,-1,3,No,No
51,M,Caucasian,Greater than 45,Low,Male,1,-1,2,No,No
21,F,African-American,Less than 25,High,Female,0,-1,8,Yes,Yes
39,F,Caucasian,25 - 45,Medium,Male,6,-1,6,No,No
29,F,African-American,25 - 45,High,Male,29,-1,8,Yes,Yes
24,F,Caucasian,Less than 25,Medium,Male,1,-5,6,No,No
23,F,African-American,Less than 25,Medium,Female,0,-1,5,Yes,Yes
31,F,African-American,25 - 45,High,Male,11,0,10,Yes,Yes
35,M,African-American,25 - 45,Low,Female,0,-1,2,No,No
30,F,Other,25 - 45,Low,Male,0,-1,1,No,No
34,F,Caucasian,25 - 45,Medium,Male,8,-104,7,No,No
39,F,African-American,25 - 45,Medium,Female,4,-3,6,No,No
29,M,African-American,25 - 45,Low,Male,6,702,2,No,No
51,M,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
22,F,Caucasian,Less than 25,Medium,Male,1,-1,7,No,No
29,F,Caucasian,25 - 45,Low,Male,2,-24,2,No,No
35,F,Caucasian,25 - 45,High,Male,8,-259,8,Yes,Yes
32,F,Caucasian,25 - 45,Low,Male,6,-1,2,Yes,Yes
33,M,Caucasian,25 - 45,Low,Male,3,-16,4,Yes,Yes
58,F,Caucasian,Greater than 45,Low,Male,5,-1,3,Yes,Yes
54,F,Other,Greater than 45,Low,Male,0,-1,1,No,No
30,F,African-American,25 - 45,Low,Male,3,-166,2,No,No
33,F,African-American,25 - 45,High,Male,2,-1,9,Yes,Yes
24,F,African-American,Less than 25,Low,Male,0,63,3,Yes,Yes
48,F,African-American,Greater than 45,Low,Male,10,0,4,No,No
23,M,African-American,Less than 25,High,Male,0,-1,8,No,No
23,F,Caucasian,Less than 25,Medium,Male,2,-1,7,Yes,Yes
47,M,Asian,Greater than 45,Low,Male,1,0,1,No,No
21,F,Other,Less than 25,Low,Male,0,-1,4,No,No
29,M,African-American,25 - 45,High,Male,0,-1,9,Yes,Yes
48,F,Caucasian,Greater than 45,Low,Male,2,-1,1,No,No
37,M,Caucasian,25 - 45,Low,Male,4,-1,4,Yes,Yes
50,F,Caucasian,Greater than 45,Low,Male,3,-1,3,No,No
19,F,African-American,Less than 25,High,Male,3,-1,8,Yes,Yes
49,F,African-American,Greater than 45,Low,Male,13,-1,3,No,No
58,F,Caucasian,Greater than 45,Medium,Male,2,-1,5,No,No
31,F,African-American,25 - 45,High,Male,6,0,8,No,No
23,M,African-American,Less than 25,Medium,Male,1,-1,7,No,No
23,F,African-American,Less than 25,Low,Female,0,0,3,Yes,Yes
31,F,Caucasian,25 - 45,High,Male,17,-1,8,Yes,Yes
33,F,Other,25 - 45,Low,Male,0,-1,1,Yes,Yes
57,F,Caucasian,Greater than 45,Low,Male,6,-23,2,No,No
31,M,Caucasian,25 - 45,Low,Female,0,-3,2,No,No
57,F,African-American,Greater than 45,Medium,Male,19,-1,6,No,No
57,M,Caucasian,Greater than 45,Medium,Male,12,0,5,No,No
29,M,African-American,25 - 45,Medium,Male,6,-1,7,Yes,Yes
30,M,African-American,25 - 45,Low,Male,0,0,1,Yes,Yes
45,F,African-American,Greater than 45,Low,Male,11,-1,3,No,No
42,F,Caucasian,25 - 45,Medium,Male,0,0,5,No,No
48,F,Other,Greater than 45,Low,Male,7,-1,2,No,No
29,F,African-American,25 - 45,High,Male,12,0,8,Yes,Yes
23,F,Caucasian,Less than 25,Low,Male,0,521,4,No,No
28,F,Caucasian,25 - 45,Low,Female,0,-1,2,No,No
25,M,African-American,25 - 45,Low,Male,1,-1,2,Yes,Yes
34,M,Caucasian,25 - 45,Medium,Female,3,-1,5,No,No
28,F,African-American,25 - 45,Low,Female,1,-87,3,Yes,Yes
27,F,African-American,25 - 45,Low,Male,0,-1,2,No,No
39,F,African-American,25 - 45,Low,Male,4,0,4,No,No
55,F,Caucasian,Greater than 45,Low,Female,6,1001,4,No,No
27,F,African-American,25 - 45,Medium,Male,4,-1,5,Yes,Yes
30,F,Caucasian,25 - 45,High,Male,7,-1,10,Yes,Yes
31,M,African-American,25 - 45,High,Male,15,-1,10,Yes,Yes
20,M,African-American,Less than 25,High,Male,1,-1,9,Yes,Yes
26,F,Caucasian,25 - 45,High,Male,2,-1,9,Yes,Yes
44,F,African-American,25 - 45,Medium,Male,7,-49,5,Yes,Yes
34,F,Caucasian,25 - 45,Low,Male,0,-1,1,Yes,Yes
27,M,Caucasian,25 - 45,Low,Male,0,-1,2,No,No
21,F,African-American,Less than 25,Medium,Male,1,-414,7,Yes,Yes
29,F,African-American,25 - 45,Low,Male,4,-1,2,Yes,No
27,F,African-American,25 - 45,Medium,Male,7,-1,6,No,No
24,F,Caucasian,Less than 25,High,Female,0,-1,8,No,No
29,F,African-American,25 - 45,Medium,Male,0,-1,5,Yes,Yes
20,F,Caucasian,Less than 25,Low,Male,0,-1,3,No,No
23,F,Caucasian,Less than 25,Low,Female,0,-1,3,No,No
48,M,African-American,Greater than 45,Low,Female,0,0,1,No,No
34,M,African-American,25 - 45,Low,Male,0,0,1,Yes,Yes
46,M,African-American,Greater than 45,Medium,Male,1,-1,6,Yes,Yes
41,F,Caucasian,25 - 45,Medium,Female,3,-1,5,No,No
26,F,African-American,25 - 45,Medium,Male,3,-1,6,Yes,Yes
37,F,African-American,25 - 45,High,Male,11,-1,8,Yes,Yes
54,F,Caucasian,Greater than 45,Medium,Female,7,-98,5,No,No
22,F,Caucasian,Less than 25,Low,Female,2,-1,3,No,No
32,F,African-American,25 - 45,Low,Male,7,-1,1,No,No
44,M,African-American,25 - 45,Low,Male,0,-1,1,No,No
28,F,African-American,25 - 45,Low,Male,1,-90,1,No,No
60,M,African-American,Greater than 45,Low,Male,3,-1,1,No,No
49,F,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
32,F,African-American,25 - 45,Low,Male,9,-59,4,No,No
30,M,African-American,25 - 45,Low,Male,10,0,4,Yes,Yes
52,F,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
34,F,African-American,25 - 45,High,Male,0,-1,10,No,No
55,F,African-American,Greater than 45,Low,Male,5,-1,4,Yes,Yes
33,M,African-American,25 - 45,Medium,Male,0,-1,7,No,No
22,F,African-American,Less than 25,Medium,Male,0,-1,6,Yes,Yes
27,M,African-American,25 - 45,Low,Female,0,0,2,No,No
20,F,African-American,Less than 25,Medium,Male,0,-1,5,Yes,Yes
33,F,Caucasian,25 - 45,Low,Male,0,-1,2,No,No
26,M,African-American,25 - 45,Low,Male,0,-1,2,No,No
29,M,African-American,25 - 45,Medium,Male,0,-1,5,No,No
32,M,African-American,25 - 45,Low,Male,1,0,3,No,No
37,M,Caucasian,25 - 45,Low,Male,4,0,1,No,No
31,F,African-American,25 - 45,High,Male,15,0,10,No,No
29,F,African-American,25 - 45,High,Male,6,-1,8,Yes,Yes
31,F,African-American,25 - 45,Low,Male,6,0,4,No,No
36,F,Caucasian,25 - 45,Low,Female,2,-1,3,No,No
35,M,African-American,25 - 45,Medium,Male,4,-309,6,No,No
37,F,African-American,25 - 45,Low,Female,1,-11,1,No,No
34,M,Caucasian,25 - 45,Low,Male,5,-1,2,Yes,Yes
20,M,Caucasian,Less than 25,Medium,Male,1,-1,5,Yes,Yes
50,M,African-American,Greater than 45,Medium,Female,12,316,6,Yes,Yes
24,F,Caucasian,Less than 25,High,Male,8,-1,9,Yes,Yes
29,M,African-American,25 - 45,High,Male,8,-1,9,Yes,Yes
45,F,African-American,Greater than 45,Low,Female,1,-4,1,No,No
34,F,Caucasian,25 - 45,Medium,Male,2,-1,7,Yes,Yes
70,M,African-American,Greater than 45,Low,Male,0,-1,1,No,No
26,F,African-American,25 - 45,Low,Male,2,607,4,No,No
23,F,African-American,Less than 25,High,Male,4,-1,9,No,No
27,M,Caucasian,25 - 45,Low,Male,5,-12,4,No,No
44,F,Caucasian,25 - 45,Medium,Male,6,-1,6,Yes,Yes
23,M,African-American,Less than 25,Low,Male,2,334,3,Yes,Yes
26,M,African-American,25 - 45,Medium,Male,0,-1,5,No,No
23,M,Caucasian,Less than 25,Medium,Female,2,-1,6,No,No
27,F,African-American,25 - 45,High,Male,3,-1,9,Yes,Yes
46,F,Caucasian,Greater than 45,Low,Female,1,-1,2,Yes,No
27,F,African-American,25 - 45,Medium,Female,1,0,5,No,No
45,F,Caucasian,Greater than 45,Low,Male,7,-1,2,No,No
42,M,African-American,25 - 45,Medium,Male,1,-12,5,No,No
24,M,Caucasian,Less than 25,Medium,Female,3,-1,5,Yes,Yes
20,F,African-American,Less than 25,High,Male,2,-1,8,Yes,Yes
49,F,Caucasian,Greater than 45,Low,Male,3,0,4,No,No
29,M,Caucasian,25 - 45,High,Male,8,149,9,Yes,Yes
29,F,Hispanic,25 - 45,Low,Male,0,0,2,No,No
52,F,Caucasian,Greater than 45,Low,Female,1,-8,1,No,No
37,M,Hispanic,25 - 45,Low,Male,4,0,1,Yes,Yes
26,M,African-American,25 - 45,Low,Male,1,-1,3,Yes,No
53,F,African-American,Greater than 45,Low,Male,15,-1,1,Yes,Yes
47,F,Hispanic,Greater than 45,Low,Male,1,-27,1,No,No
38,M,African-American,25 - 45,High,Male,0,-1,8,Yes,Yes
25,F,African-American,25 - 45,Medium,Male,1,0,6,No,No
21,F,African-American,Less than 25,High,Male,1,-1,10,Yes,Yes
48,M,African-American,Greater than 45,Low,Male,0,0,1,No,No
40,F,Caucasian,25 - 45,Low,Female,1,-55,2,No,No
24,F,Other,Less than 25,Low,Female,0,-1,3,No,No
22,F,African-American,Less than 25,Low,Male,0,-1,4,Yes,Yes
38,M,Caucasian,25 - 45,Low,Male,2,0,2,No,No
23,F,Other,Less than 25,Low,Male,0,0,3,Yes,Yes
54,M,Other,Greater than 45,Low,Male,2,-1,1,No,No
24,F,Hispanic,Less than 25,Low,Male,1,0,4,No,No
44,M,Caucasian,25 - 45,Low,Female,0,-1,1,Yes,Yes
64,M,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
38,M,Caucasian,25 - 45,Medium,Male,5,-18,5,Yes,Yes
45,M,Other,Greater than 45,Low,Female,0,-1,1,No,No
49,F,African-American,Greater than 45,Medium,Male,1,-1,5,No,No
33,M,Asian,25 - 45,Low,Male,0,-1,1,No,No
44,F,Hispanic,25 - 45,Low,Male,2,-1,2,No,No
51,F,African-American,Greater than 45,Low,Male,3,-1,1,No,No
50,F,African-American,Greater than 45,Low,Male,0,0,1,No,No
33,M,Caucasian,25 - 45,Low,Male,2,-22,2,No,No
54,M,Caucasian,Greater than 45,Low,Female,0,-1,1,No,No
28,F,Hispanic,25 - 45,Medium,Male,3,-1,5,Yes,Yes
33,F,Caucasian,25 - 45,High,Male,14,-78,9,No,No
42,M,African-American,25 - 45,Medium,Male,17,-1,7,Yes,Yes
34,F,Caucasian,25 - 45,Low,Male,3,-1,1,No,No
38,F,Caucasian,25 - 45,Low,Male,2,-1,3,Yes,Yes
21,F,African-American,Less than 25,High,Male,1,-1,9,Yes,Yes
33,F,African-American,25 - 45,Low,Male,5,0,4,No,No
32,M,African-American,25 - 45,Medium,Male,9,-1,7,Yes,Yes
45,M,Caucasian,Greater than 45,Low,Male,1,0,1,No,No
30,F,Caucasian,25 - 45,High,Male,1,-1,8,Yes,Yes
29,F,African-American,25 - 45,High,Female,0,-1,10,No,No
44,M,African-American,25 - 45,Low,Male,3,-86,3,No,No
51,M,Caucasian,Greater than 45,Low,Female,0,-1,1,Yes,Yes
28,F,African-American,25 - 45,Low,Female,0,-1,3,No,No
27,F,Caucasian,25 - 45,Low,Male,1,-1,3,No,No
28,F,Hispanic,25 - 45,High,Male,16,-1,10,Yes,Yes
30,F,African-American,25 - 45,Low,Female,0,0,2,No,No
32,M,African-American,25 - 45,Medium,Male,0,-1,7,No,No
27,F,Caucasian,25 - 45,Low,Male,5,-1,4,No,No
21,F,Hispanic,Less than 25,Medium,Male,1,-1,5,Yes,Yes
21,F,African-American,Less than 25,Medium,Male,0,-1,5,No,No
34,F,Caucasian,25 - 45,Low,Female,0,-1,3,Yes,Yes
24,F,African-American,Less than 25,High,Male,7,-1,9,Yes,Yes
32,M,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
38,F,Caucasian,25 - 45,Medium,Female,5,-1,6,Yes,Yes
56,M,African-American,Greater than 45,Low,Male,3,-28,1,No,No
44,M,African-American,25 - 45,Low,Female,0,-1,1,No,No
31,M,African-American,25 - 45,Medium,Male,1,-1,5,Yes,Yes
25,F,Caucasian,25 - 45,Medium,Female,6,-1,7,No,No
20,M,African-American,Less than 25,Medium,Female,0,-1,5,No,No
35,M,African-American,25 - 45,Medium,Male,1,-1,5,No,No
33,F,African-American,25 - 45,Low,Male,1,-1,4,Yes,Yes
24,M,African-American,Less than 25,Low,Male,0,-1,3,No,No
40,M,Hispanic,25 - 45,Low,Female,2,-7,2,No,No
27,F,African-American,25 - 45,High,Male,9,0,9,Yes,Yes
21,M,African-American,Less than 25,Low,Female,2,-72,3,No,No
38,F,African-American,25 - 45,Medium,Male,9,-1,5,Yes,Yes
20,F,Caucasian,Less than 25,Medium,Male,0,-1,6,Yes,Yes
30,F,African-American,25 - 45,Low,Male,9,-1,3,Yes,Yes
36,F,Caucasian,25 - 45,Medium,Male,9,0,6,Yes,Yes
23,M,African-American,Less than 25,High,Male,2,-1,9,Yes,Yes
39,F,African-American,25 - 45,High,Male,21,-1,10,Yes,Yes
29,F,Caucasian,25 - 45,Medium,Male,3,-1,6,Yes,Yes
58,M,Caucasian,Greater than 45,Low,Male,2,-1,1,Yes,Yes
23,F,Hispanic,Less than 25,Medium,Male,2,-1,7,No,No
23,M,Caucasian,Less than 25,High,Male,3,-1,8,Yes,Yes
68,F,African-American,Greater than 45,Low,Female,5,-4,2,No,No
26,M,Caucasian,25 - 45,Medium,Female,2,0,5,No,No
51,F,African-American,Greater than 45,Low,Male,0,-1,4,Yes,Yes
25,M,African-American,25 - 45,Low,Male,0,-1,2,No,No
40,F,African-American,25 - 45,High,Male,5,0,9,Yes,Yes
51,F,African-American,Greater than 45,Medium,Male,14,-11,5,No,No
27,M,African-American,25 - 45,Medium,Male,2,-1,5,Yes,Yes
49,M,African-American,Greater than 45,Medium,Male,11,-1,5,Yes,Yes
36,M,Other,25 - 45,Low,Male,0,-1,1,No,No
28,M,Caucasian,25 - 45,Medium,Male,5,-76,7,No,No
20,F,African-American,Less than 25,Low,Male,0,-4,3,No,No
21,F,African-American,Less than 25,High,Male,2,0,10,Yes,Yes
31,F,African-American,25 - 45,Low,Female,0,0,2,No,No
57,M,African-American,Greater than 45,Low,Male,0,0,1,No,No
61,F,Caucasian,Greater than 45,Low,Female,8,0,3,Yes,Yes
35,F,Hispanic,25 - 45,Low,Male,3,-23,1,Yes,Yes
54,F,African-American,Greater than 45,Medium,Male,3,-1,6,Yes,Yes
39,F,Caucasian,25 - 45,Low,Male,0,-1,3,No,No
24,F,African-American,Less than 25,Medium,Male,1,-1,7,No,No
29,F,Hispanic,25 - 45,Low,Female,0,-1,4,Yes,Yes
48,F,African-American,Greater than 45,High,Male,8,-1,9,Yes,Yes
30,M,African-American,25 - 45,Medium,Male,6,0,7,Yes,Yes
26,F,African-American,25 - 45,High,Male,10,-1,10,Yes,Yes
37,F,African-American,25 - 45,High,Male,12,0,9,Yes,Yes
26,F,African-American,25 - 45,Medium,Male,4,0,6,Yes,Yes
29,M,African-American,25 - 45,High,Male,7,0,10,Yes,Yes
26,M,African-American,25 - 45,Medium,Male,1,-1,6,Yes,Yes
60,F,African-American,Greater than 45,Low,Male,2,0,1,No,No
27,F,Caucasian,25 - 45,Medium,Male,2,-1,7,Yes,Yes
41,F,African-American,25 - 45,Medium,Male,16,379,7,Yes,Yes
22,F,Caucasian,Less than 25,Medium,Male,1,-1,6,No,No
28,F,African-American,25 - 45,Medium,Male,3,0,7,No,No
33,F,African-American,25 - 45,Medium,Male,13,0,6,Yes,Yes
28,F,African-American,25 - 45,Low,Male,2,-1,2,Yes,No
55,M,Caucasian,Greater than 45,Low,Male,0,-1,1,Yes,Yes
21,F,African-American,Less than 25,High,Male,6,-19,8,Yes,Yes
28,F,Hispanic,25 - 45,Low,Male,2,-1,3,Yes,Yes
22,M,Hispanic,Less than 25,Low,Female,0,-1,2,No,No
29,F,Caucasian,25 - 45,Medium,Female,6,-2,7,Yes,Yes
45,F,African-American,Greater than 45,Low,Male,5,230,1,No,No
24,M,African-American,Less than 25,High,Male,2,0,8,Yes,Yes
50,F,African-American,Greater than 45,Low,Male,12,-22,1,Yes,Yes
24,M,African-American,Less than 25,Medium,Male,1,-1,6,Yes,Yes
47,F,African-American,Greater than 45,Low,Male,1,-1,2,No,No
54,F,Caucasian,Greater than 45,Low,Male,6,0,1,No,No
42,M,Caucasian,25 - 45,Low,Female,0,-1,2,No,No
35,F,Caucasian,25 - 45,Low,Male,5,-20,3,No,No
30,F,African-American,25 - 45,Low,Male,0,-1,4,Yes,Yes
53,F,Caucasian,Greater than 45,Low,Male,1,-1,1,No,No
31,M,African-American,25 - 45,Low,Female,2,-1,3,No,No
31,F,African-American,25 - 45,Low,Male,0,-1,2,Yes,Yes
23,F,Other,Less than 25,High,Male,4,-1,10,No,No
47,F,African-American,Greater than 45,Low,Male,9,-1,4,Yes,No
24,M,African-American,Less than 25,High,Male,9,-1,9,Yes,Yes
22,F,African-American,Less than 25,High,Female,2,-1,9,No,No
45,M,Hispanic,Greater than 45,Low,Male,1,-22,1,No,No
30,F,African-American,25 - 45,Low,Female,2,-1,2,No,No
30,M,Other,25 - 45,High,Male,5,-1,8,Yes,Yes
43,M,Caucasian,25 - 45,High,Female,22,-1,10,Yes,Yes
50,M,African-American,Greater than 45,Low,Male,0,0,1,No,No
24,F,Other,Less than 25,Low,Female,2,-1,4,Yes,Yes
42,F,Caucasian,25 - 45,Medium,Female,3,-3,5,No,No
29,F,Caucasian,25 - 45,Medium,Female,1,-1,7,Yes,Yes
31,M,Hispanic,25 - 45,Low,Male,0,0,1,No,No
25,F,African-American,25 - 45,High,Male,5,-1,9,Yes,Yes
36,F,African-American,25 - 45,Medium,Male,4,0,5,No,No
24,M,African-American,Less than 25,Medium,Male,1,-1,5,Yes,Yes
28,F,Caucasian,25 - 45,Medium,Male,5,0,5,No,No
31,M,Caucasian,25 - 45,Low,Male,0,-1,1,Yes,Yes
23,F,African-American,Less than 25,Low,Male,0,-1,4,No,No
29,M,Caucasian,25 - 45,Medium,Male,4,-1,6,Yes,Yes
51,M,African-American,Greater than 45,Medium,Male,11,-1,5,Yes,Yes
34,F,African-American,25 - 45,Medium,Male,1,-1,5,No,No
29,F,African-American,25 - 45,Low,Male,12,0,2,Yes,Yes
39,F,African-American,25 - 45,High,Male,13,-1,10,Yes,Yes
36,M,Hispanic,25 - 45,Low,Female,0,0,2,No,No
59,M,African-American,Greater than 45,Medium,Male,15,-1,6,Yes,Yes
23,F,African-American,Less than 25,High,Male,3,-1,8,Yes,Yes
31,F,African-American,25 - 45,High,Male,15,0,8,No,No
53,M,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
34,F,African-American,25 - 45,Medium,Male,12,0,7,No,No
63,F,African-American,Greater than 45,Low,Female,1,0,1,No,No
21,F,Other,Less than 25,Low,Male,0,-1,4,Yes,Yes
21,F,African-American,Less than 25,Medium,Female,0,0,7,Yes,Yes
47,F,Caucasian,Greater than 45,High,Male,28,-1,9,Yes,Yes
34,F,African-American,25 - 45,Medium,Male,7,0,5,Yes,Yes
58,F,Caucasian,Greater than 45,Medium,Male,4,0,5,Yes,Yes
40,F,Hispanic,25 - 45,Low,Female,4,0,3,Yes,Yes
36,F,African-American,25 - 45,High,Male,16,-8,8,Yes,Yes
23,M,African-American,Less than 25,Low,Female,0,-1,4,Yes,No
34,F,African-American,25 - 45,Low,Male,5,-1,2,Yes,Yes
56,F,Caucasian,Greater than 45,Low,Male,13,-13,2,No,No
52,F,Caucasian,Greater than 45,Low,Female,0,-6,1,No,No
56,F,African-American,Greater than 45,Low,Male,0,-1,2,No,No
37,M,African-American,25 - 45,Low,Female,0,-1,1,No,No
50,M,Caucasian,Greater than 45,Low,Female,0,0,1,No,No
25,F,African-American,25 - 45,Low,Male,1,-1,2,Yes,Yes
22,F,African-American,Less than 25,Medium,Male,0,-1,5,Yes,Yes
43,M,Caucasian,25 - 45,Low,Female,0,0,1,Yes,Yes
30,M,Caucasian,25 - 45,Low,Male,1,-1,2,No,No
29,F,Asian,25 - 45,Low,Male,0,-1,1,No,No
24,F,Caucasian,Less than 25,Low,Male,0,-1,2,No,No
29,M,African-American,25 - 45,High,Male,7,-1,8,Yes,Yes
24,F,Caucasian,Less than 25,Low,Female,0,-2,4,No,No
74,F,African-American,Greater than 45,Low,Female,0,-1,1,No,No
27,M,African-American,25 - 45,Medium,Male,8,0,7,Yes,Yes
